index,status,video_id,title,url,duration,output_file,transcript_chars
29,saved,5KV0u7rby14,Alan Greenspan - The Man Who Broke America | A Biography,https://www.youtube.com/watch?v=5KV0u7rby14,28:23,Source_data/transcript/finaius_notebooklm_transcripts/Alan Greenspan - The Man Who Broke America - A Biography.md,20172
30,saved,8PPXIQRB_4g,Paul Volcker: The Man Who Saved America.  |  A Documentary,https://www.youtube.com/watch?v=8PPXIQRB_4g,21:34,Source_data/transcript/finaius_notebooklm_transcripts/Paul Volcker- The Man Who Saved America. - A Documentary.md,14892
31,saved,3jGYHuBrYYQ,Fidelity: The 8 Trillion Dollar Private Company | A Finance Documentary,https://www.youtube.com/watch?v=3jGYHuBrYYQ,31:01,Source_data/transcript/finaius_notebooklm_transcripts/Fidelity- The 8 Trillion Dollar Private Company - A Finance Documentary.md,21778
32,saved,4WsPTqcwLiA,Peter Lynch - America’s NO. 1 Money Manager | A Biography,https://www.youtube.com/watch?v=4WsPTqcwLiA,30:33,Source_data/transcript/finaius_notebooklm_transcripts/Peter Lynch - America’s NO. 1 Money Manager - A Biography.md,21859
33,saved,vngXI_x50dc,Sam Zell -  The Biggest Real Estate Owner in America | Full Documentary,https://www.youtube.com/watch?v=vngXI_x50dc,35:23,Source_data/transcript/finaius_notebooklm_transcripts/Sam Zell - The Biggest Real Estate Owner in America - Full Documentary.md,26681
34,saved,KUDK8tdDSyg,The Vulture of Wall Street  | Billionaire Investor Howard Marks,https://www.youtube.com/watch?v=KUDK8tdDSyg,34:55,Source_data/transcript/finaius_notebooklm_transcripts/The Vulture of Wall Street - Billionaire Investor Howard Marks.md,26816
35,saved,UJeOmh55JZU,Meet the Investor Who Made Bill Gates $50 Billion | A Michael Larson Documentary,https://www.youtube.com/watch?v=UJeOmh55JZU,24:22,Source_data/transcript/finaius_notebooklm_transcripts/Meet the Investor Who Made Bill Gates $50 Billion - A Michael Larson Documentary.md,19599
36,saved,AkHbB9GuCkE,Jamie Dimon - The Most Powerful Banker in America | Full Documentary,https://www.youtube.com/watch?v=AkHbB9GuCkE,34:32,Source_data/transcript/finaius_notebooklm_transcripts/Jamie Dimon - The Most Powerful Banker in America - Full Documentary.md,28528
37,saved,BtMNls7O3FY,America's Most Profitable Investor You Never Heard Of | A Documentary on Stanley Druckenmiller,https://www.youtube.com/watch?v=BtMNls7O3FY,27:40,Source_data/transcript/finaius_notebooklm_transcripts/America's Most Profitable Investor You Never Heard Of - A Documentary on Stanley Druckenmiller.md,22445
38,saved,0_gQhrFq1oU,The Great Speculator  - The Mysterious Life of George Soros | A Documentary,https://www.youtube.com/watch?v=0_gQhrFq1oU,30:01,Source_data/transcript/finaius_notebooklm_transcripts/The Great Speculator - The Mysterious Life of George Soros - A Documentary.md,22565
39,saved,CIXH1cceujg,How Cathie Wood Became the Queen of Retail Investors,https://www.youtube.com/watch?v=CIXH1cceujg,30:13,Source_data/transcript/finaius_notebooklm_transcripts/How Cathie Wood Became the Queen of Retail Investors.md,22025
40,saved,ZO8XGmUA0bM,Larry Fink - The Most Powerful Man in Finance | A Documentary,https://www.youtube.com/watch?v=ZO8XGmUA0bM,24:54,Source_data/transcript/finaius_notebooklm_transcripts/Larry Fink - The Most Powerful Man in Finance - A Documentary.md,20145
41,saved,AyEjWQJcWU4,Bill Ackman - The Next Warren Buffett | Full Documentary,https://www.youtube.com/watch?v=AyEjWQJcWU4,33:24,Source_data/transcript/finaius_notebooklm_transcripts/Bill Ackman - The Next Warren Buffett - Full Documentary.md,26884
42,saved,Mg7PC6LforY,Carl Icahn - The Most Feared Man on Wall Street!,https://www.youtube.com/watch?v=Mg7PC6LforY,23:14,Source_data/transcript/finaius_notebooklm_transcripts/Carl Icahn - The Most Feared Man on Wall Street!.md,18749
43,saved,8fFYAJ-5kKE,How Hedge Funds Control America,https://www.youtube.com/watch?v=8fFYAJ-5kKE,18:40,Source_data/transcript/finaius_notebooklm_transcripts/How Hedge Funds Control America.md,15064
44,saved,azLvQJUJyIQ,Inside the World of a Billionaire Speculator - Paul Tudor Jones Documentary,https://www.youtube.com/watch?v=azLvQJUJyIQ,20:28,Source_data/transcript/finaius_notebooklm_transcripts/Inside the World of a Billionaire Speculator - Paul Tudor Jones Documentary.md,16770
45,saved,t9rmqFkc-9Q,Make Billions from Scraps – Crazy Investment Strategy of Marc Lasry,https://www.youtube.com/watch?v=t9rmqFkc-9Q,12:29,Source_data/transcript/finaius_notebooklm_transcripts/Make Billions from Scraps – Crazy Investment Strategy of Marc Lasry.md,9665
46,saved,nJdCqaIIPHQ,Steve Cohen - America's Most Profitable Day Trader,https://www.youtube.com/watch?v=nJdCqaIIPHQ,19:45,Source_data/transcript/finaius_notebooklm_transcripts/Steve Cohen - America's Most Profitable Day Trader.md,15335
47,saved,r6PFeu-A4bc,Bill Gross - The 2 Trillion Dollar Bond King,https://www.youtube.com/watch?v=r6PFeu-A4bc,18:45,Source_data/transcript/finaius_notebooklm_transcripts/Bill Gross - The 2 Trillion Dollar Bond King.md,13779
48,saved,O9hs5PzQExo,Steve Schwarzman - The Most Powerful Man on Wall Street | A Documentary,https://www.youtube.com/watch?v=O9hs5PzQExo,26:57,Source_data/transcript/finaius_notebooklm_transcripts/Steve Schwarzman - The Most Powerful Man on Wall Street - A Documentary.md,19369
49,saved,5PNc0JkGvQM,The Dark History of Two Sigma - Stolen Models and Stellar Returns,https://www.youtube.com/watch?v=5PNc0JkGvQM,12:18,Source_data/transcript/finaius_notebooklm_transcripts/The Dark History of Two Sigma - Stolen Models and Stellar Returns.md,8923
50,saved,9QweTNq2tOM,Dan Loeb - Trading Strategy that Made Him Billions | A mini documentary,https://www.youtube.com/watch?v=9QweTNq2tOM,11:52,Source_data/transcript/finaius_notebooklm_transcripts/Dan Loeb - Trading Strategy that Made Him Billions - A mini documentary.md,8989
51,saved,JutRvz-sHMU,From Day Trader to Billionaire – Wild Investment Strategy of David Tepper,https://www.youtube.com/watch?v=JutRvz-sHMU,9:39,Source_data/transcript/finaius_notebooklm_transcripts/From Day Trader to Billionaire – Wild Investment Strategy of David Tepper.md,6691
52,saved,G-L8MAC3RXc,Short Sellers - The Anti-heroes of Financial Market,https://www.youtube.com/watch?v=G-L8MAC3RXc,22:08,Source_data/transcript/finaius_notebooklm_transcripts/Short Sellers - The Anti-heroes of Financial Market.md,16639
53,saved,bx5ThG6HyZk,Charlie Munger – The Man Who Built Berkshire Hathaway | A Documentary,https://www.youtube.com/watch?v=bx5ThG6HyZk,21:35,Source_data/transcript/finaius_notebooklm_transcripts/Charlie Munger – The Man Who Built Berkshire Hathaway - A Documentary.md,17564
54,saved,Ulmq6I8aH40,House of Ken Griffin – The Story of Citadel | A Documentary,https://www.youtube.com/watch?v=Ulmq6I8aH40,14:05,Source_data/transcript/finaius_notebooklm_transcripts/House of Ken Griffin – The Story of Citadel - A Documentary.md,11843
55,saved,lji-jNsXmAM,Renaissance Technologies - Trading Strategies Revealed | A Documentary,https://www.youtube.com/watch?v=lji-jNsXmAM,17:12,Source_data/transcript/finaius_notebooklm_transcripts/Renaissance Technologies - Trading Strategies Revealed - A Documentary.md,14115
56,saved,uK7dETASXsc,Ghost Patterns – D.E. Shaw’s Quant Strategy Explained,https://www.youtube.com/watch?v=uK7dETASXsc,7:41,Source_data/transcript/finaius_notebooklm_transcripts/Ghost Patterns – D.E. Shaw’s Quant Strategy Explained.md,6873
57,saved,9ZRGQxLtSWg,How Ray Dalio Made His First Million?,https://www.youtube.com/watch?v=9ZRGQxLtSWg,8:51,Source_data/transcript/finaius_notebooklm_transcripts/How Ray Dalio Made His First Million-.md,7632
58,saved,_MoPdNcQCeU,George Soros Trading Strategy Explained,https://www.youtube.com/watch?v=_MoPdNcQCeU,5:47,Source_data/transcript/finaius_notebooklm_transcripts/George Soros Trading Strategy Explained.md,4631
59,saved,d4lKP2l7Ins,How Bill Ackman Made His First Million?,https://www.youtube.com/watch?v=d4lKP2l7Ins,4:59,Source_data/transcript/finaius_notebooklm_transcripts/How Bill Ackman Made His First Million-.md,3635
60,saved,S3dRF4r1nj0,How Carl Icahn Made His First Million?,https://www.youtube.com/watch?v=S3dRF4r1nj0,4:27,Source_data/transcript/finaius_notebooklm_transcripts/How Carl Icahn Made His First Million-.md,4203
61,saved,OMcD5g34nPk,How Bill Ackman Made $2 Billion Betting Against the Market During Covid19,https://www.youtube.com/watch?v=OMcD5g34nPk,2:44,Source_data/transcript/finaius_notebooklm_transcripts/How Bill Ackman Made $2 Billion Betting Against the Market During Covid19.md,2293
62,saved,l87BAUe3weA,Seth Klarman's Investment Strategy Explained,https://www.youtube.com/watch?v=l87BAUe3weA,2:43,Source_data/transcript/finaius_notebooklm_transcripts/Seth Klarman's Investment Strategy Explained.md,2060
63,saved,gCkOlYPYe1w,Jim Simons' Trading Strategy Explained,https://www.youtube.com/watch?v=gCkOlYPYe1w,2:48,Source_data/transcript/finaius_notebooklm_transcripts/Jim Simons' Trading Strategy Explained.md,2073
64,saved,BP4sB1DsAQg,Bill Ackman’s Investment Strategy Explained,https://www.youtube.com/watch?v=BP4sB1DsAQg,2:58,Source_data/transcript/finaius_notebooklm_transcripts/Bill Ackman’s Investment Strategy Explained.md,1828
