index,status,video_id,title,url,duration,output_file,transcript_chars,source
13,saved,KjCFz1JifT4,Bollinger Band Trading Strategy - Is It Any Good?,https://www.youtube.com/watch?v=KjCFz1JifT4,12:41,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Bollinger Band Trading Strategy - Is It Any Good-.md,8064,NotebookLM YouTube transcript import
14,saved,WLSBt3IOi6M,AI Gold Algo Trading Strategy Performance - Incredible Results 6 Months After,https://www.youtube.com/watch?v=WLSBt3IOi6M,12:23,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/AI Gold Algo Trading Strategy Performance - Incredible Results 6 Months After.md,7863,NotebookLM YouTube transcript import
15,saved,uKw1cJdt4Bc,Awesome AI Inspired Algo Trading Entry!,https://www.youtube.com/watch?v=uKw1cJdt4Bc,10:28,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Awesome AI Inspired Algo Trading Entry!.md,7665,NotebookLM YouTube transcript import
16,saved,6wrNYptkNcI,Algo Trading - How To Think Like A Trader,https://www.youtube.com/watch?v=6wrNYptkNcI,11:34,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algo Trading - How To Think Like A Trader.md,7583,NotebookLM YouTube transcript import
17,saved,E1ixLzD_hdI,AI Crude Oil Algo Trading Strategy Performance - Shocking Results 6 Months After,https://www.youtube.com/watch?v=E1ixLzD_hdI,11:36,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/AI Crude Oil Algo Trading Strategy Performance - Shocking Results 6 Months After.md,7932,NotebookLM YouTube transcript import
18,saved,TJOKbXvmgGk,Finding Algo Trading Strategy Ideas In All The Right Places,https://www.youtube.com/watch?v=TJOKbXvmgGk,9:29,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Finding Algo Trading Strategy Ideas In All The Right Places.md,6482,NotebookLM YouTube transcript import
19,saved,SmNve4G3VQM,How Good Is This ChatGPT Algo Trading Strategy?,https://www.youtube.com/watch?v=SmNve4G3VQM,15:12,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/How Good Is This ChatGPT Algo Trading Strategy-.md,10651,NotebookLM YouTube transcript import
20,saved,ZWJcrZ29zkg,Algorithmic Trading - Micro Portfolio Update,https://www.youtube.com/watch?v=ZWJcrZ29zkg,12:34,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algorithmic Trading - Micro Portfolio Update.md,8806,NotebookLM YouTube transcript import
21,saved,8hlU6oHNZis,Can AI Create a Good Algo Trading Exit - Let's Find Out!,https://www.youtube.com/watch?v=8hlU6oHNZis,12:34,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Can AI Create a Good Algo Trading Exit - Let's Find Out!.md,9071,NotebookLM YouTube transcript import
22,saved,8KGHSEUXZXU,An AWESOME Algorithmic Trading Hack!,https://www.youtube.com/watch?v=8KGHSEUXZXU,14:43,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/An AWESOME Algorithmic Trading Hack!.md,9988,NotebookLM YouTube transcript import
23,saved,Xzfy2wEiCU4,How To Win a Trading Contest - Secrets Revealed,https://www.youtube.com/watch?v=Xzfy2wEiCU4,9:59,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/How To Win a Trading Contest - Secrets Revealed.md,7368,NotebookLM YouTube transcript import
24,saved,1VqowbQ-R2c,My Secret Tool for Building Algo Trading Strategies,https://www.youtube.com/watch?v=1VqowbQ-R2c,50:18,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/My Secret Tool for Building Algo Trading Strategies.md,37630,NotebookLM YouTube transcript import
25,saved,CH5JuqcX6TA,I Tested the MACD Algo Trading Strategy (Results Surprised Me!),https://www.youtube.com/watch?v=CH5JuqcX6TA,17:52,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/I Tested the MACD Algo Trading Strategy (Results Surprised Me!).md,12266,NotebookLM YouTube transcript import
26,saved,Fbe0VRQm0FA,The Biggest Algo Trading Mistake (Almost Everyone Makes It),https://www.youtube.com/watch?v=Fbe0VRQm0FA,7:48,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/The Biggest Algo Trading Mistake (Almost Everyone Makes It).md,5175,NotebookLM YouTube transcript import
27,saved,ZYmxCzwNsSU,Why Trading Strategy Optimization No Longer Works (Do This Instead),https://www.youtube.com/watch?v=ZYmxCzwNsSU,9:18,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Why Trading Strategy Optimization No Longer Works (Do This Instead).md,6539,NotebookLM YouTube transcript import
28,saved,BAndQMqOerI,The Micro Futures Portfolio I’m Trading in 2026,https://www.youtube.com/watch?v=BAndQMqOerI,9:46,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/The Micro Futures Portfolio I’m Trading in 2026.md,6841,NotebookLM YouTube transcript import
29,saved,W9gd0UrKNFw,Looking For Trading Ideas?  Try These AI Inspired Algo Trading Entries,https://www.youtube.com/watch?v=W9gd0UrKNFw,51:21,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Looking For Trading Ideas- Try These AI Inspired Algo Trading Entries.md,35665,NotebookLM YouTube transcript import
30,saved,cr7zzeQcw6Y,AI Generated Algo Trading Exits - Which Ones Are Good? Which Are Bad?,https://www.youtube.com/watch?v=cr7zzeQcw6Y,43:36,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/AI Generated Algo Trading Exits - Which Ones Are Good- Which Are Bad-.md,30953,NotebookLM YouTube transcript import
31,saved,1LZHAU8QS2g,Which AI Tool Builds The Best Trading Algos?,https://www.youtube.com/watch?v=1LZHAU8QS2g,50:51,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Which AI Tool Builds The Best Trading Algos-.md,34074,NotebookLM YouTube transcript import
32,saved,yTpt87pNkCE,"Next Week - Free 4 Day Algo Trading School - Jan 12-15, 2026",https://www.youtube.com/watch?v=yTpt87pNkCE,3:37,"Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Next Week - Free 4 Day Algo Trading School - Jan 12-15, 2026.md",2676,NotebookLM YouTube transcript import
33,saved,aRS0FQ50RUQ,"Coming Soon - FREE 4 Day Algo Trading School - Jan 12-15, 2026",https://www.youtube.com/watch?v=aRS0FQ50RUQ,3:56,"Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Coming Soon - FREE 4 Day Algo Trading School - Jan 12-15, 2026.md",3081,NotebookLM YouTube transcript import
34,saved,vfTh_Mrda6g,Must Know Info BEFORE You Buy Any Trading Course,https://www.youtube.com/watch?v=vfTh_Mrda6g,35:52,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Must Know Info BEFORE You Buy Any Trading Course.md,26132,NotebookLM YouTube transcript import
35,saved,9gLMF8yf5es,AI Inspired Algo Trading Filters That Work in Today's Markets,https://www.youtube.com/watch?v=9gLMF8yf5es,48:06,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/AI Inspired Algo Trading Filters That Work in Today's Markets.md,33252,NotebookLM YouTube transcript import
36,saved,zPBMKWpCZg0,Algorithm Trading Money Management & Position Sizing - Must Watch!,https://www.youtube.com/watch?v=zPBMKWpCZg0,51:23,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algorithm Trading Money Management & Position Sizing - Must Watch!.md,37891,NotebookLM YouTube transcript import
37,saved,wSYycTYCMFw,These AI Influenced Algo Trading Entries Actually Work - Supported By Thorough Test Data!,https://www.youtube.com/watch?v=wSYycTYCMFw,49:23,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/These AI Influenced Algo Trading Entries Actually Work - Supported By Thorough Test Data!.md,36551,NotebookLM YouTube transcript import
38,saved,aCrFP-ozluc,Sweet Wheat Trading Algo - FULLY Disclosed! +$100K Hypothetical Profits,https://www.youtube.com/watch?v=aCrFP-ozluc,9:30,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Sweet Wheat Trading Algo - FULLY Disclosed! +$100K Hypothetical Profits.md,7098,NotebookLM YouTube transcript import
39,saved,nMBPL74z4mM,Algo Portfolio Performance Update - Almost $3K Profit Last Month,https://www.youtube.com/watch?v=nMBPL74z4mM,3:51,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algo Portfolio Performance Update - Almost $3K Profit Last Month.md,2701,NotebookLM YouTube transcript import
40,saved,UOamAGYzuwQ,AI Inspired Algo Trading Filter - Must Watch!,https://www.youtube.com/watch?v=UOamAGYzuwQ,12:29,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/AI Inspired Algo Trading Filter - Must Watch!.md,9311,NotebookLM YouTube transcript import
41,saved,4lGAso5BoaM,Algo Entry From AI That Works in Different Futures Markets | MUST Have For Your Strategy Building,https://www.youtube.com/watch?v=4lGAso5BoaM,10:10,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algo Entry From AI That Works in Different Futures Markets - MUST Have For Your Strategy Building.md,7457,NotebookLM YouTube transcript import
42,saved,w6WECMY29tE,"Performance Update - Strategies in ""11 AI Inspired Algo Trading Strategies"" Book",https://www.youtube.com/watch?v=w6WECMY29tE,6:06,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Performance Update - Strategies in -11 AI Inspired Algo Trading Strategies- Book.md,3944,NotebookLM YouTube transcript import
43,saved,8F_AMh3jmbA,Algo Trading - What Verified Champion Trader Kevin Davey is Trading in November 2025,https://www.youtube.com/watch?v=8F_AMh3jmbA,12:29,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algo Trading - What Verified Champion Trader Kevin Davey is Trading in November 2025.md,962,NotebookLM YouTube transcript import
44,saved,bZCSuSDsrd4,Awesome Mini Nasdaq Trading Algo - FULLY Disclosed!,https://www.youtube.com/watch?v=bZCSuSDsrd4,11:27,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Awesome Mini Nasdaq Trading Algo - FULLY Disclosed!.md,7517,NotebookLM YouTube transcript import
45,saved,Z0wveR5sMJ4,4 Great Algo Trading Tips!,https://www.youtube.com/watch?v=Z0wveR5sMJ4,11:05,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/4 Great Algo Trading Tips!.md,7944,NotebookLM YouTube transcript import
46,saved,x3qD69L91r8,FINAL UPDATE: I Am Letting An AI Algo Trade My Money For 30 Days -Can A Robot Beat The Market & Me?,https://www.youtube.com/watch?v=x3qD69L91r8,4:48,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/FINAL UPDATE- I Am Letting An AI Algo Trade My Money For 30 Days -Can A Robot Beat The Market & Me-.md,3106,NotebookLM YouTube transcript import
47,saved,7EmNOl-9xdA,Week 3 UPDATE: I Am Letting An AI Algo Trade My Money For 30 Days -Can A Robot Beat The Market & Me?,https://www.youtube.com/watch?v=7EmNOl-9xdA,14:48,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Week 3 UPDATE- I Am Letting An AI Algo Trade My Money For 30 Days -Can A Robot Beat The Market & Me-.md,10443,NotebookLM YouTube transcript import
48,saved,8RG6jCsv9nQ,Week 2 UPDATE: I Am Letting An AI Algo Trade My Money For 30 Days -Can A Robot Beat The Market & Me?,https://www.youtube.com/watch?v=8RG6jCsv9nQ,12:37,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Week 2 UPDATE- I Am Letting An AI Algo Trade My Money For 30 Days -Can A Robot Beat The Market & Me-.md,8924,NotebookLM YouTube transcript import
49,saved,x_Z8q3pzHpw,Week 1 UPDATE: I Am Letting An AI Algo Trade My Money For 30 Days -Can A Robot Beat The Market & Me?,https://www.youtube.com/watch?v=x_Z8q3pzHpw,13:02,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Week 1 UPDATE- I Am Letting An AI Algo Trade My Money For 30 Days -Can A Robot Beat The Market & Me-.md,9096,NotebookLM YouTube transcript import
50,saved,J8QGus4CLbM,What I'm Trading - My Actual Algo Trading Strategies This Month,https://www.youtube.com/watch?v=J8QGus4CLbM,8:08,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/What I'm Trading - My Actual Algo Trading Strategies This Month.md,5834,NotebookLM YouTube transcript import
51,saved,x_OORfgaA-U,I Am Letting An AI Algo Trade My Money For 30 Days - Can A Robot Beat The Market… And Me?,https://www.youtube.com/watch?v=x_OORfgaA-U,15:43,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/I Am Letting An AI Algo Trade My Money For 30 Days - Can A Robot Beat The Market... And Me-.md,11328,NotebookLM YouTube transcript import
52,saved,eUD5lPKRk6o,I Tested These Algo Trading Filters For You - Which Is Best?,https://www.youtube.com/watch?v=eUD5lPKRk6o,12:29,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/I Tested These Algo Trading Filters For You - Which Is Best-.md,9312,NotebookLM YouTube transcript import
53,saved,OvFd_hjcpws,Check Out This Algo Trading Entry Created By AI - See Where it Works!,https://www.youtube.com/watch?v=OvFd_hjcpws,10:48,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Check Out This Algo Trading Entry Created By AI - See Where it Works!.md,8091,NotebookLM YouTube transcript import
54,saved,FTO-6B2EXys,Follow Up - What I'm Trading - My Actual Algo Trading Strategies This Month,https://www.youtube.com/watch?v=FTO-6B2EXys,14:45,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Follow Up - What I'm Trading - My Actual Algo Trading Strategies This Month.md,11267,NotebookLM YouTube transcript import
55,saved,oDbiYprgF_o,"Algo Trading - Free Summer School - Aug 11-13, 2025",https://www.youtube.com/watch?v=oDbiYprgF_o,5:13,"Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algo Trading - Free Summer School - Aug 11-13, 2025.md",4047,NotebookLM YouTube transcript import
56,saved,s8wiPfaXj24,What I'm Trading - My Actual Algo Trading Strategies This Month,https://www.youtube.com/watch?v=s8wiPfaXj24,9:43,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/What I'm Trading - My Actual Algo Trading Strategies This Month - s8wiPfaXj24.md,7312,NotebookLM YouTube transcript import
57,saved,Uk-sT6Bd4Ww,Algo Trading For Beginners| The Definitive Guide - Get Started With Algo Trading Today!,https://www.youtube.com/watch?v=Uk-sT6Bd4Ww,1:00:17,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algo Trading For Beginners- The Definitive Guide - Get Started With Algo Trading Today!.md,44102,NotebookLM YouTube transcript import
58,saved,oTnsNcDXOyw,Algorithmic Trading Walkforward How To - PLUS Manual WFP vs MultiWalk Comparison,https://www.youtube.com/watch?v=oTnsNcDXOyw,14:45,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algorithmic Trading Walkforward How To - PLUS Manual WFP vs MultiWalk Comparison.md,9787,NotebookLM YouTube transcript import
59,saved,zzYRb8U96Q8,Algo Strategies I am Trading This Month!,https://www.youtube.com/watch?v=zzYRb8U96Q8,7:57,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algo Strategies I am Trading This Month!.md,5859,NotebookLM YouTube transcript import
60,saved,lvw4XdwDlqc,I Improved This Strategy By $49K - Find Out This Little Used Algo Trading Trick,https://www.youtube.com/watch?v=lvw4XdwDlqc,9:41,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/I Improved This Strategy By $49K - Find Out This Little Used Algo Trading Trick.md,7146,NotebookLM YouTube transcript import
61,saved,sONfwHLkCwY,Why Is Risk of Ruin So Important To Trading? Can It Ever Be 0%?,https://www.youtube.com/watch?v=sONfwHLkCwY,10:39,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Why Is Risk of Ruin So Important To Trading- Can It Ever Be 0%-.md,7591,NotebookLM YouTube transcript import
62,saved,Tw5dw2JXrWI,Why Walkforward Testing is a Must For Successful Algo Trading,https://www.youtube.com/watch?v=Tw5dw2JXrWI,8:10,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Why Walkforward Testing is a Must For Successful Algo Trading.md,6149,NotebookLM YouTube transcript import
63,saved,Ea28PguOTUY,+6511% Return From This Mini S&P Algo - Fully Disclosed!,https://www.youtube.com/watch?v=Ea28PguOTUY,16:10,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/+6511% Return From This Mini S&P Algo - Fully Disclosed!.md,12168,NotebookLM YouTube transcript import
64,saved,ttWJHAfTcBo,Algo Entry That Works in 40 Different Futures Markets AND With Multiple Bar Sizes | Must See Entry,https://www.youtube.com/watch?v=ttWJHAfTcBo,12:42,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algo Entry That Works in 40 Different Futures Markets AND With Multiple Bar Sizes - Must See Entry.md,9455,NotebookLM YouTube transcript import
65,saved,c14ZnscBC4I,Algorithm Trading Complete ENTRY Tutorial |a great trading entry you’ll need for ALGO Trading,https://www.youtube.com/watch?v=c14ZnscBC4I,9:20,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algorithm Trading Complete ENTRY Tutorial -a great trading entry you’ll need for ALGO Trading.md,7170,NotebookLM YouTube transcript import
66,saved,kFl5p5eiL4s,Algo Entry That Works in 30 Different Futures Markets | MUST Have For Your Strategy Building,https://www.youtube.com/watch?v=kFl5p5eiL4s,11:11,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algo Entry That Works in 30 Different Futures Markets - MUST Have For Your Strategy Building.md,8256,NotebookLM YouTube transcript import
67,saved,3-iRC3Q99RQ,How Your ALGO Trading Entry Biases Can KILL Your Account,https://www.youtube.com/watch?v=3-iRC3Q99RQ,8:13,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/How Your ALGO Trading Entry Biases Can KILL Your Account.md,6033,NotebookLM YouTube transcript import
68,saved,Y3Rpg8GWbCE,"Join Me - Free Algo Trading Education - Feb 24-27, 2025",https://www.youtube.com/watch?v=Y3Rpg8GWbCE,3:41,"Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Join Me - Free Algo Trading Education - Feb 24-27, 2025.md",2719,NotebookLM YouTube transcript import
69,saved,yGDKb0l5cLc,How Good Is This Algo Trading Strategy?,https://www.youtube.com/watch?v=yGDKb0l5cLc,18:55,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/How Good Is This Algo Trading Strategy-.md,13684,NotebookLM YouTube transcript import
70,saved,Q4WOqP9AhAU,Algo Entry That Works in 40 Futures Markets | A great trading entry you’ll need for ALGO Trading,https://www.youtube.com/watch?v=Q4WOqP9AhAU,12:36,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algo Entry That Works in 40 Futures Markets - A great trading entry you’ll need for ALGO Trading.md,9249,NotebookLM YouTube transcript import
71,saved,ijGrz490LGo,Accept This One Thing & MASTER Your Trades! Tips to Become an EMOTIONLESS Trader -Trading Psychology,https://www.youtube.com/watch?v=ijGrz490LGo,5:56,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Accept This One Thing & MASTER Your Trades! Tips to Become an EMOTIONLESS Trader -Trading Psychology.md,4129,NotebookLM YouTube transcript import
72,saved,Wvbqm0BmmYI,Why You are FAILING AT Trading - At What You Can Do About it!,https://www.youtube.com/watch?v=Wvbqm0BmmYI,13:49,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Why You are FAILING AT Trading - At What You Can Do About it!.md,10416,NotebookLM YouTube transcript import
73,saved,N1P0vg6mOtA,TRADING Tips to Handle Market Ups & Downs | How to MANAGE Risk- FUTURES TRADING for Beginners!,https://www.youtube.com/watch?v=N1P0vg6mOtA,9:13,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/TRADING Tips to Handle Market Ups & Downs - How to MANAGE Risk- FUTURES TRADING for Beginners!.md,6702,NotebookLM YouTube transcript import
74,saved,PPMWj_-PohA,Algorithmic Trading - How I DOUBLED My Futures Account 3 Consecutive Years,https://www.youtube.com/watch?v=PPMWj_-PohA,8:40,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algorithmic Trading - How I DOUBLED My Futures Account 3 Consecutive Years.md,6658,NotebookLM YouTube transcript import
75,saved,YXBS4vjhrJg,Equity Curve Trading Basics | What a REAL Traders Equity Curve Should Look Like,https://www.youtube.com/watch?v=YXBS4vjhrJg,7:51,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Equity Curve Trading Basics - What a REAL Traders Equity Curve Should Look Like.md,5651,NotebookLM YouTube transcript import
76,saved,pK1ukXMeDcw,The HARSH Reality of Making it in FUTURES Trading | Every Trader Needs to Hear THIS!,https://www.youtube.com/watch?v=pK1ukXMeDcw,8:26,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/The HARSH Reality of Making it in FUTURES Trading - Every Trader Needs to Hear THIS!.md,5532,NotebookLM YouTube transcript import
77,saved,Gth4H6AekgQ,"I've FOUND the BEST ALGORITHM TRADING ""TAKE PROFIT"" EXIT STRATEGY 💸 [100% BACKTESTED!]",https://www.youtube.com/watch?v=Gth4H6AekgQ,9:40,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/I've FOUND the BEST ALGORITHM TRADING -TAKE PROFIT- EXIT STRATEGY 💸 [100% BACKTESTED!].md,6967,NotebookLM YouTube transcript import
78,saved,8K3PkKmi0Wg,WORST ALGO TRADING Exits I've EVER Made! [NO STOP LOSS?!] 🚫 | Trading Lessons LEARNED the Hard Way,https://www.youtube.com/watch?v=8K3PkKmi0Wg,11:02,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/WORST ALGO TRADING Exits I've EVER Made! [NO STOP LOSS-!] 🚫 - Trading Lessons LEARNED the Hard Way.md,7557,NotebookLM YouTube transcript import
79,saved,9S9GJrJt9JQ,LEARN TO TRADE the RIGHT WAY | EXITING Winning Trades Too Early? DO THIS INSTEAD & PROFIT!,https://www.youtube.com/watch?v=9S9GJrJt9JQ,6:10,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/LEARN TO TRADE the RIGHT WAY - EXITING Winning Trades Too Early- DO THIS INSTEAD & PROFIT!.md,4269,NotebookLM YouTube transcript import
80,saved,F8buwfuRqSQ,HIGHLY PROFITABLE Trading Strategy! 4 Candlestick Pattern ENTRIES You Need to TRY! [FULL TUTORIAL],https://www.youtube.com/watch?v=F8buwfuRqSQ,6:53,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/HIGHLY PROFITABLE Trading Strategy! 4 Candlestick Pattern ENTRIES You Need to TRY! [FULL TUTORIAL].md,4553,NotebookLM YouTube transcript import
81,saved,h059Psdp2Ho,Algorithm Trading MUST SEE | FREE Algo Trading School Nov 19-21.,https://www.youtube.com/watch?v=h059Psdp2Ho,4:47,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Algorithm Trading MUST SEE - FREE Algo Trading School Nov 19-21.md,3552,NotebookLM YouTube transcript import
82,saved,qqOrZ78kkio,MORNING STAR vs. EVENING STAR Candlestick Pattern | WIN EVERY TRADE with this EASY FUTURES STRATEGY,https://www.youtube.com/watch?v=qqOrZ78kkio,4:58,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/MORNING STAR vs. EVENING STAR Candlestick Pattern - WIN EVERY TRADE with this EASY FUTURES STRATEGY.md,3363,NotebookLM YouTube transcript import
83,saved,mfIi-bwu6PE,Position Sizing 101 for Futures Trading | ALL Martingale Strategies Explained + BACKTESTED RESULTS!,https://www.youtube.com/watch?v=mfIi-bwu6PE,8:18,Source_data/transcript/algo_trading_with_kevin_davey_notebooklm_transcripts/Position Sizing 101 for Futures Trading - ALL Martingale Strategies Explained + BACKTESTED RESULTS!.md,5862,NotebookLM YouTube transcript import
