index,status,video_id,title,url,duration,output_file,transcript_chars
50,saved,oX19-a89i-c,Front-Running News Flow Trading · Saad Filali,https://www.youtube.com/watch?v=oX19-a89i-c,1:04:25,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Front-Running News Flow Trading · Saad Filali.md,59978
51,saved,kTKDZsq_Gfc,Elevate Your Mental Game With Better Brain Power · Ben Greenfield,https://www.youtube.com/watch?v=kTKDZsq_Gfc,1:05:30,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Elevate Your Mental Game With Better Brain Power · Ben Greenfield.md,59711
52,saved,bkrEV_hjdqQ,Musician Turned Trader Trains Algos to Find Unicorns · Garrett Drinon,https://www.youtube.com/watch?v=bkrEV_hjdqQ,1:06:31,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Musician Turned Trader Trains Algos to Find Unicorns · Garrett Drinon.md,59562
53,saved,UZKYhzBgqUo,Options Trading for Stock Traders w/ Erik Smolinski | CWT Community Discussion,https://www.youtube.com/watch?v=UZKYhzBgqUo,1:27:52,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Options Trading for Stock Traders w- Erik Smolinski - CWT Community Discussion.md,77610
54,saved,9UH-GHz6O6Y,Contextualization Within a Framework of Conditional Probabilities · Will Gogolak,https://www.youtube.com/watch?v=9UH-GHz6O6Y,56:37,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Contextualization Within a Framework of Conditional Probabilities · Will Gogolak.md,51963
55,saved,NA5mf_bTxew,Programming Your Subconscious Mind w/ Sam Daghash & David Capablanca | CWT Community Discussion,https://www.youtube.com/watch?v=NA5mf_bTxew,1:30:44,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Programming Your Subconscious Mind w- Sam Daghash & David Capablanca - CWT Community Discussion.md,88208
56,saved,IrGev38QIu0,The Best Operating System for Elite Performance: Our Minds · William Lam,https://www.youtube.com/watch?v=IrGev38QIu0,1:04:06,Source_data/transcript/chat_with_traders_notebooklm_transcripts/The Best Operating System for Elite Performance- Our Minds · William Lam.md,55839
57,saved,7xRfeYvK_hE,Keeping the Lost Art of Order Flow Trading Alive · Gary Norden,https://www.youtube.com/watch?v=7xRfeYvK_hE,1:10:52,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Keeping the Lost Art of Order Flow Trading Alive · Gary Norden.md,72999
58,saved,Pf6oyaE9fm4,THIS TIME It’s Different…or Is It · James Fishback,https://www.youtube.com/watch?v=Pf6oyaE9fm4,1:01:55,Source_data/transcript/chat_with_traders_notebooklm_transcripts/THIS TIME It’s Different...or Is It · James Fishback.md,54605
59,saved,RixKvH2q_xo,Marine Corps Discipline Crushes the Markets · Erik Smolinski,https://www.youtube.com/watch?v=RixKvH2q_xo,1:16:11,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Marine Corps Discipline Crushes the Markets · Erik Smolinski.md,70860
60,saved,g5gNiDO-CSc,The Sweet Balance Between Risk and Reward · Tom Basso,https://www.youtube.com/watch?v=g5gNiDO-CSc,1:10:18,Source_data/transcript/chat_with_traders_notebooklm_transcripts/The Sweet Balance Between Risk and Reward · Tom Basso.md,61360
61,saved,dUScdliKxIw,What Keeps You in the Game of Trading?,https://www.youtube.com/watch?v=dUScdliKxIw,1:01:50,Source_data/transcript/chat_with_traders_notebooklm_transcripts/What Keeps You in the Game of Trading-.md,53927
62,saved,CiXWgFkSwF8,Reducing Anxiety and Drawdowns through Quantifiable Edges · Rob Hanna,https://www.youtube.com/watch?v=CiXWgFkSwF8,1:14:59,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Reducing Anxiety and Drawdowns through Quantifiable Edges · Rob Hanna.md,66745
63,saved,ls9NeEoEmRc,Is Loss Control All It Takes to Become Consistent? · Bryan Holdford,https://www.youtube.com/watch?v=ls9NeEoEmRc,1:28:26,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Is Loss Control All It Takes to Become Consistent- · Bryan Holdford.md,74619
64,saved,GYLCzvz_LL8,An Edge with Correlations Across Time Frames · Dan McDermitt,https://www.youtube.com/watch?v=GYLCzvz_LL8,1:09:06,Source_data/transcript/chat_with_traders_notebooklm_transcripts/An Edge with Correlations Across Time Frames · Dan McDermitt.md,68934
65,saved,3G0pOTGCLNY,Good Execution | Making Strategies Come to Life w/ Andres Granger - CWT Community Discussion,https://www.youtube.com/watch?v=3G0pOTGCLNY,22:35,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Good Execution - Making Strategies Come to Life w- Andres Granger - CWT Community Discussion.md,19351
66,saved,y1H49gc-0-o,Mind Your Business - Be Like An Employee · Mark Bennell,https://www.youtube.com/watch?v=y1H49gc-0-o,1:28:53,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Mind Your Business - Be Like An Employee · Mark Bennell.md,73578
67,saved,EjmDRU3cN7g,Taking a Top Down Approach to Day Trading · Peter Stolcers,https://www.youtube.com/watch?v=EjmDRU3cN7g,1:10:42,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Taking a Top Down Approach to Day Trading · Peter Stolcers.md,57380
68,saved,16A_tIJTJzQ,Contest Winner: One Trader's Unwavering Dedication · Gabriel Bullo,https://www.youtube.com/watch?v=16A_tIJTJzQ,42:08,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Contest Winner- One Trader's Unwavering Dedication · Gabriel Bullo.md,32252
69,saved,p9Q5b6UxPJE,Making it in South Korea & Exploiting Market Inefficiencies in Crypto · Andres Granger,https://www.youtube.com/watch?v=p9Q5b6UxPJE,1:15:19,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Making it in South Korea & Exploiting Market Inefficiencies in Crypto · Andres Granger.md,64074
70,saved,qL3mEnJySwQ,EP 262 | Recap: Beginner Trader to Funded Trader in 60 Days | Henrik Johansson & Patrick Petersson,https://www.youtube.com/watch?v=qL3mEnJySwQ,1:55:54,Source_data/transcript/chat_with_traders_notebooklm_transcripts/EP 262 - Recap- Beginner Trader to Funded Trader in 60 Days - Henrik Johansson & Patrick Petersson.md,89971
71,saved,bj19J2RFdko,Being on the Right Side of the Market with Anmol Singh - CWT Community Discussion on June 8 '23,https://www.youtube.com/watch?v=bj19J2RFdko,54:23,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Being on the Right Side of the Market with Anmol Singh - CWT Community Discussion on June 8 '23.md,57984
72,saved,yx1EOGZwXd4,Lamborghini Money Quest Teaches Valuable Lessons · Humbled Trader,https://www.youtube.com/watch?v=yx1EOGZwXd4,57:00,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Lamborghini Money Quest Teaches Valuable Lessons · Humbled Trader.md,46810
73,saved,FlYsJpQKJ7Q,"Breathing In, Breathing Out Intuitive Hits on the Markets · Patrick Petersson",https://www.youtube.com/watch?v=FlYsJpQKJ7Q,1:13:07,"Source_data/transcript/chat_with_traders_notebooklm_transcripts/Breathing In, Breathing Out Intuitive Hits on the Markets · Patrick Petersson.md",57699
74,saved,F0O8fJJF3l0,Performance Follow-up w/ Vincent Bruzzese (Hari Seldon) - CWT Community Discussion on May 18 '23,https://www.youtube.com/watch?v=F0O8fJJF3l0,1:07:18,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Performance Follow-up w- Vincent Bruzzese (Hari Seldon) - CWT Community Discussion on May 18 '23.md,49941
75,saved,i-WmEgyvCcc,CWT Community Discussion on May 2 '23 - Futures 101 Presentation by SUNNY HARRIS,https://www.youtube.com/watch?v=i-WmEgyvCcc,54:27,Source_data/transcript/chat_with_traders_notebooklm_transcripts/CWT Community Discussion on May 2 '23 - Futures 101 Presentation by SUNNY HARRIS.md,40723
76,saved,NoYIKx-_-4Y,Executing Agenda Trading Strategy for Stratospheric Returns · Lukas Frohlich (The Short Bear),https://www.youtube.com/watch?v=NoYIKx-_-4Y,1:23:27,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Executing Agenda Trading Strategy for Stratospheric Returns · Lukas Frohlich (The Short Bear).md,79119
77,saved,A-ARrW3Vqb4,"Snowballing Losses and the Courage to Come Clean, Heal & Rebuild · Alexander Moreno",https://www.youtube.com/watch?v=A-ARrW3Vqb4,1:08:35,"Source_data/transcript/chat_with_traders_notebooklm_transcripts/Snowballing Losses and the Courage to Come Clean, Heal & Rebuild · Alexander Moreno.md",60870
78,saved,E1VkQl4BzQg,Crafting the Art of Shorting Scams · David Capablanca,https://www.youtube.com/watch?v=E1VkQl4BzQg,1:03:55,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Crafting the Art of Shorting Scams · David Capablanca.md,64027
79,saved,syNWofMWmX0,CWT Community Discussion on Mar 30 '23 - Deeper Dive on Trading Boxes w/ CHRISTIAN CARREON,https://www.youtube.com/watch?v=syNWofMWmX0,1:36:58,Source_data/transcript/chat_with_traders_notebooklm_transcripts/CWT Community Discussion on Mar 30 '23 - Deeper Dive on Trading Boxes w- CHRISTIAN CARREON.md,85304
80,saved,RLijgOLZGTE,Supercharging the Brain and Body with Peak Performance Habits · Louisa Nicola,https://www.youtube.com/watch?v=RLijgOLZGTE,1:03:23,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Supercharging the Brain and Body with Peak Performance Habits · Louisa Nicola.md,53204
81,saved,ALphcc60gaE,CWT Community Discussion on Mar 7 '23 - Roadmap to Success Presentation w/ MARK BENNELL,https://www.youtube.com/watch?v=ALphcc60gaE,1:12:07,Source_data/transcript/chat_with_traders_notebooklm_transcripts/CWT Community Discussion on Mar 7 '23 - Roadmap to Success Presentation w- MARK BENNELL.md,58430
82,saved,eW1tmBdSB8A,CWT Community Discussion on Feb 28 '23 - A Swing Trader's Simplified Approach to Forex w/ SAL MEDINA,https://www.youtube.com/watch?v=eW1tmBdSB8A,1:00:01,Source_data/transcript/chat_with_traders_notebooklm_transcripts/CWT Community Discussion on Feb 28 '23 - A Swing Trader's Simplified Approach to Forex w- SAL MEDINA.md,51718
83,saved,xqDk3WSpEhQ,From Working in Hollywood to Burning the Gambler's Mindset · Vincent Bruzzese (aka Hari Seldon),https://www.youtube.com/watch?v=xqDk3WSpEhQ,1:11:36,Source_data/transcript/chat_with_traders_notebooklm_transcripts/From Working in Hollywood to Burning the Gambler's Mindset · Vincent Bruzzese (aka Hari Seldon).md,57864
84,saved,rGTXywD6kfI,[Special] Believe in Yourself - Affirmations for Traders with Tessa - Episode 006 Remix,https://www.youtube.com/watch?v=rGTXywD6kfI,5:06,Source_data/transcript/chat_with_traders_notebooklm_transcripts/[Special] Believe in Yourself - Affirmations for Traders with Tessa - Episode 006 Remix.md,2188
85,saved,qViI43ClOmE,CWT Community Discussion on Feb 21 '23 - Deeper Dive on Uncertainty in the Markets w/ YVAN BYEAJEE,https://www.youtube.com/watch?v=qViI43ClOmE,1:08:16,Source_data/transcript/chat_with_traders_notebooklm_transcripts/CWT Community Discussion on Feb 21 '23 - Deeper Dive on Uncertainty in the Markets w- YVAN BYEAJEE.md,56500
86,saved,5cyJWommOqE,"Kidney Disease, Poverty, and Jail Time to Going All In On the Markets · Christian Carreon",https://www.youtube.com/watch?v=5cyJWommOqE,1:08:21,"Source_data/transcript/chat_with_traders_notebooklm_transcripts/Kidney Disease, Poverty, and Jail Time to Going All In On the Markets · Christian Carreon.md",51720
87,saved,kshWBycgSqM,Traders Accountability Program (TAP) by Chat With Traders Community,https://www.youtube.com/watch?v=kshWBycgSqM,1:58,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Traders Accountability Program (TAP) by Chat With Traders Community.md,891
88,saved,IXzlUuqLDrE,CWT Community Discussion on Feb 8 '23 - Diving into Sunny's Strategy and Indicators w/ SUNNY HARRIS,https://www.youtube.com/watch?v=IXzlUuqLDrE,50:58,Source_data/transcript/chat_with_traders_notebooklm_transcripts/CWT Community Discussion on Feb 8 '23 - Diving into Sunny's Strategy and Indicators w- SUNNY HARRIS.md,38202
89,saved,lbPNh4-n-S0,CWT Community Discussion on Feb 1 '23 - Diving into an Automated Trading System w/ PETER KALLAS,https://www.youtube.com/watch?v=lbPNh4-n-S0,1:02:18,Source_data/transcript/chat_with_traders_notebooklm_transcripts/CWT Community Discussion on Feb 1 '23 - Diving into an Automated Trading System w- PETER KALLAS.md,59325
90,saved,zlX3Fp4DX4I,"CWT Community Discussion on Jan 25 '23 Second Chance at Trading w/ MICHAEL KATZ -CEO, Trade The Pool",https://www.youtube.com/watch?v=zlX3Fp4DX4I,1:06:38,"Source_data/transcript/chat_with_traders_notebooklm_transcripts/CWT Community Discussion on Jan 25 '23 Second Chance at Trading w- MICHAEL KATZ -CEO, Trade The Pool.md",47407
91,saved,_F51avHcNNw,CWT Community Discussion on Jan 24 '23 - My Foray into Trading for a Living w/ MARK BENNELL,https://www.youtube.com/watch?v=_F51avHcNNw,56:57,Source_data/transcript/chat_with_traders_notebooklm_transcripts/CWT Community Discussion on Jan 24 '23 - My Foray into Trading for a Living w- MARK BENNELL.md,47672
92,saved,_6REqWXy6JM,Lessons from Financial History and False Expectations in the Markets · Patrick Boyle,https://www.youtube.com/watch?v=_6REqWXy6JM,1:20:07,Source_data/transcript/chat_with_traders_notebooklm_transcripts/Lessons from Financial History and False Expectations in the Markets · Patrick Boyle.md,72591
93,saved,PmHs6w8ga8k,From Emotional Turbulence to Trading with Composure · Yvan Byeajee,https://www.youtube.com/watch?v=PmHs6w8ga8k,55:20,Source_data/transcript/chat_with_traders_notebooklm_transcripts/From Emotional Turbulence to Trading with Composure · Yvan Byeajee.md,48314
94,saved,fK2ZBBLp6-k,"High School Dropout Turned Quant Trader, Entrepreneur (Pre & Post FTX Collapse) · Kasper Vandeloock",https://www.youtube.com/watch?v=fK2ZBBLp6-k,1:22:19,"Source_data/transcript/chat_with_traders_notebooklm_transcripts/High School Dropout Turned Quant Trader, Entrepreneur (Pre & Post FTX Collapse) · Kasper Vandeloock.md",77899
